2025-11-25T16:32:40.197Z [INFO] 🚀 Server running on port 5000 
2025-11-25T16:32:40.198Z [INFO] 📱 API endpoints available at http://localhost:5000/api 
2025-11-25T16:32:40.198Z [INFO] 🌍 Environment: development 
2025-11-25T16:48:05.955Z [INFO] SIGINT received, shutting down gracefully 
2026-01-03T19:41:34.180Z [INFO] PUT /api/payments/refund/4 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:41:34.337Z [INFO] PUT /api/payments/refund/4 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:41:34.507Z [INFO] PUT /api/payments/refund/4 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:41:34.672Z [INFO] PUT /api/payments/refund/4 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:41:34.875Z [INFO] PUT /api/payments/refund/4 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:41:38.533Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:42:07.225Z [INFO] POST /api/bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:42:28.763Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:42:29.904Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:42:38.933Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:42:42.184Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:42:46.889Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:49:12.979Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:49:12.981Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:49:49.043Z [INFO] POST /api/bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:49:49.193Z [INFO] POST /api/payments/create-qr {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T19:50:08.049Z [INFO] PUT /api/payments/confirm/0 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:12:50.468Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:12:50.476Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:12:58.139Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:12:58.142Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:12:59.871Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:13:43.580Z [INFO] PUT /api/payments/refund/5 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:13:44.201Z [INFO] PUT /api/payments/refund/5 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:13:44.381Z [INFO] PUT /api/payments/refund/5 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:13:44.534Z [INFO] PUT /api/payments/refund/5 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:13:44.702Z [INFO] PUT /api/payments/refund/5 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:13:44.881Z [INFO] PUT /api/payments/refund/5 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:13:45.075Z [INFO] PUT /api/payments/refund/5 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:13:45.253Z [INFO] PUT /api/payments/refund/5 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:13:45.471Z [INFO] PUT /api/payments/refund/5 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:14:44.393Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:15:22.043Z [INFO] POST /api/bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:15:30.007Z [INFO] POST /api/payments/create-qr {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:15:34.338Z [INFO] PUT /api/payments/confirm/0 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-03T20:15:39.539Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:47:46.597Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:47:46.620Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:47:57.686Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:01.837Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:16.307Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:18.048Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:19.512Z [INFO] PUT /api/payments/refund/7 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:19.727Z [INFO] PUT /api/payments/refund/7 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:19.872Z [INFO] PUT /api/payments/refund/7 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:20.039Z [INFO] PUT /api/payments/refund/7 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:20.206Z [INFO] PUT /api/payments/refund/7 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:20.391Z [INFO] PUT /api/payments/refund/7 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:20.566Z [INFO] PUT /api/payments/refund/7 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:20.665Z [INFO] PUT /api/payments/refund/7 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:20.817Z [INFO] PUT /api/payments/refund/7 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:20.989Z [INFO] PUT /api/payments/refund/7 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:21.096Z [INFO] PUT /api/payments/refund/7 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:21.286Z [INFO] PUT /api/payments/refund/7 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:48:21.498Z [INFO] PUT /api/payments/refund/7 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:50:02.798Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T15:50:04.269Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:33:26.167Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:33:26.174Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:33:34.767Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:33:34.770Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:33:37.092Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:33:39.156Z [INFO] PUT /api/payments/refund/7 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:38:20.652Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:38:20.671Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:38:23.799Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:38:25.742Z [INFO] PUT /api/bookings/7/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:45:51.152Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:45:51.159Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:45:53.809Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:45:55.614Z [INFO] PUT /api/bookings/7/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:49:23.691Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:49:23.699Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:49:26.778Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:49:28.614Z [INFO] PUT /api/bookings/7/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:50:58.016Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:50:58.024Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:51:01.920Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-04T16:51:03.409Z [INFO] PUT /api/bookings/7/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:01:13.338Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:01:13.363Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:01:19.283Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:01:23.857Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:01:25.044Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:04:11.420Z [INFO] POST /api/auth/login {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:04:12.809Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:04:12.837Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:04:15.782Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:04:27.283Z [INFO] PUT /api/bookings/7/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:04:29.012Z [INFO] PUT /api/bookings/7/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:10:57.572Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:10:57.593Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:11:07.737Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:11:09.372Z [INFO] PUT /api/bookings/7/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:24:33.824Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:24:33.839Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:24:36.400Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:42:13.677Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:42:13.694Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:42:17.288Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:42:29.058Z [INFO] POST /api/auth/login {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:42:30.209Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:42:30.230Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:42:32.568Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:50:27.484Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:50:27.494Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:50:32.625Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:52:11.832Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:52:11.852Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:52:13.986Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:55:59.332Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:55:59.342Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:56:15.327Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:56:17.802Z [INFO] PUT /api/bookings/7/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:58:03.965Z [INFO] POST /api/auth/login {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T14:58:07.308Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T15:01:27.241Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T15:01:35.191Z [INFO] PUT /api/admin/bookings/7/status {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T15:01:47.878Z [INFO] GET /api/admin/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T15:01:49.732Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T15:01:53.164Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-05T15:05:31.599Z [INFO] PUT /api/admin/bookings/7/status {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T14:54:16.423Z [INFO] POST /api/auth/login {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T14:54:17.348Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T14:54:17.377Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T14:54:20.070Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:16:08.967Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:16:09.008Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:16:11.230Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:16:13.857Z [INFO] PUT /api/bookings/7/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:23:02.258Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:23:02.279Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:23:08.826Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:31:27.677Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:31:27.687Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:31:47.194Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:31:49.121Z [INFO] PUT /api/bookings/7/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:31:49.202Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:31:53.119Z [INFO] PUT /api/bookings/6/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:31:53.151Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:31:58.804Z [INFO] PUT /api/bookings/5/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:31:58.834Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:32:03.270Z [INFO] PUT /api/bookings/4/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:32:03.318Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:32:07.144Z [INFO] PUT /api/bookings/3/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:32:07.174Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:32:29.540Z [INFO] POST /api/auth/login {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:32:32.692Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:32:46.108Z [INFO] POST /api/auth/login {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:32:46.773Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:32:46.804Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:36:38.789Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:37:57.512Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:39:37.539Z [INFO] POST /api/bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:39:40.414Z [INFO] POST /api/payments/create-qr {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:39:47.837Z [INFO] PUT /api/payments/confirm/0 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:39:56.993Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:40:05.254Z [INFO] POST /api/auth/login {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:40:25.375Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:40:27.355Z [INFO] PUT /api/admin/bookings/8/status {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:40:27.391Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:40:38.706Z [INFO] POST /api/auth/login {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:40:39.368Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T15:40:39.379Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T16:27:54.949Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T16:27:54.953Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T16:28:26.808Z [INFO] POST /api/bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T16:28:28.577Z [INFO] POST /api/payments/create-qr {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T16:28:55.638Z [INFO] PUT /api/payments/confirm/0 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-06T16:29:03.700Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:23:53.478Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:23:53.491Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:23:56.163Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:23:59.404Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:01.975Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:02.421Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:02.610Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:02.757Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:02.931Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:03.080Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:03.251Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:03.415Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:03.580Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:03.746Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:03.920Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:04.104Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:04.271Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:04.417Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:04.566Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:04.732Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:04.907Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:05.070Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:05.250Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:05.410Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:05.566Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:05.739Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:05.900Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:06.068Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T09:24:06.265Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:36:52.339Z [INFO] POST /api/auth/login {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:36:53.368Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:36:53.407Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:36:55.943Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:36:57.945Z [INFO] PUT /api/bookings/9/cancel {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:36:59.693Z [INFO] GET /api/auth/profile {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:37:01.942Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:40:28.824Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:40:28.827Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:40:32.531Z [INFO] GET /wallet/balance {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:41:09.176Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:41:10.365Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:43:06.383Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:43:06.385Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:43:11.376Z [INFO] GET /wallet/balance {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:57:04.177Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:57:04.182Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:57:05.901Z [INFO] GET /wallet/balance {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:57:35.383Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:57:35.384Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T16:57:41.878Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T17:24:12.620Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T17:24:12.628Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T17:24:14.423Z [INFO] GET /wallet/balance {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T17:24:43.968Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T17:24:43.972Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2026-01-07T17:29:04.038Z [INFO] GET /api/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
